"IdDocAdj";"IdNormativa";"Documento";"Ruta";"Formato";"Titulo";"Detalle";"Descripción";"Idioma";"CreadoPor";"FCreado";"ModificadoPor";"FModificado"
84;72;"2007001000007200000084.pdf";"\2007";"pdf";"Acuerdos del Consejo de Gobierno de 8 de noviembre de 2007 (CG 08-11-2007) - BOUPV 10.pdf";;"Acuerdos del Consejo de Gobierno de 8 de noviembre de 2007";;"p4c0b43n4";22/2/2021 8:25:46;"p4c0b43n4";22/2/2021 8:25:46
85;73;"2007001000007300000085.pdf";"\2007";"pdf";"Acuerdo de la Comisión de Asuntos Económicos del Consejo Social de 15 de noviembre de 2007 (CS-CAE 15-11-2007) - BOUPV 10.pdf";;"Acuerdo de la Comisión de Asuntos Económicos del Consejo Social de 15 de noviembre de 2007";;"p4c0b43n4";22/2/2021 8:26:55;"p4c0b43n4";22/2/2021 8:26:55
86;74;"2007001000007400000086.pdf";"\2007";"pdf";"Normativa de acreditaciones de la UPV (CG 08-11-2007) - BOUPV 10.pdf";;"Normativa de acreditaciones de la UPV";;"p4c0b43n4";22/2/2021 8:27:35;"p4c0b43n4";22/2/2021 8:27:35
87;75;"2007001000007500000087.pdf";"\2007";"pdf";"Normativa de becas y ayudas para alumnos de la UPV (CG 08-11-2007) - BOUPV 10.pdf";;"Normativa de becas y ayudas para alumnos de la UPV";;"p4c0b43n4";22/2/2021 8:28:10;"p4c0b43n4";22/2/2021 8:28:10
88;76;"2007001000007600000088.pdf";"\2007";"pdf";"Manual de evaluación de la actividad docente del profesorado de la UPV (CG 08-11-2007) - BOUPV 10.pdf";;"Manual de evaluación de la actividad docente del profesorado de la UPV";;"p4c0b43n4";22/2/2021 8:31:38;"p4c0b43n4";22/2/2021 8:31:38
89;77;"2007001000007700000089.pdf";"\2007";"pdf";"Ayuda complementaria a la enseñanza. ACE 2006-2007 (CG 08-11-2007) - BOUPV 10.pdf";;"Ayuda complementaria a la enseñanza. ACE 2006-2007";;"p4c0b43n4";22/2/2021 8:33:06;"p4c0b43n4";22/2/2021 8:33:06
90;78;"2007001000007800000090.pdf";"\2007";"pdf";"Calendario del Consejo de Gobierno para el año 2008 (CG 08-11-2007) - BOUPV 10.pdf";;"Calendario del Consejo de Gobierno para el año 2008";;"p4c0b43n4";22/2/2021 8:34:05;"p4c0b43n4";22/2/2021 8:34:05
91;79;"2007001100007900000091.pdf";"\2007";"pdf";"Acuerdos del Consejo de Gobierno de 13 de diciembre de 2007 (CG 13-12-2007) - BOUPV 11.pdf";;"Acuerdos del Consejo de Gobierno de 13 de diciembre de 2007";;"p4c0b43n4";22/2/2021 14:40:29;"p4c0b43n4";22/2/2021 14:40:29
92;80;"2007001100008000000092.pdf";"\2007";"pdf";"Acuerdo del Consejo Social de 17 de diciembre de 2007 (CS 17-12-2007) - BOUPV 11.pdf";;"Acuerdo del Consejo Social de 17 de diciembre de 2007";;"p4c0b43n4";22/2/2021 14:41:10;"p4c0b43n4";22/2/2021 14:41:10
93;81;"2007001100008100000093.pdf";"\2007";"pdf";"Plan Ambiental. Año 2008 (CG 13-12-2007) - BOUPV 11.pdf";;"Plan Ambiental. Año 2008";;"p4c0b43n4";22/2/2021 14:42:12;"p4c0b43n4";22/2/2021 14:42:12
94;82;"2007001100008200000094.pdf";"\2007";"pdf";"Plan de Formación Ambiental. Año 2008 (CG 13-12-2007) - BOUPV 11.pdf";;"Plan de Formación Ambiental. Año 2008";;"p4c0b43n4";22/2/2021 14:42:57;"p4c0b43n4";22/2/2021 14:42:57
95;83;"2007001100008300000095.pdf";"\2007";"pdf";"Resumen del Presupuesto de la UPV para 2008 (CS 17-12-2007) - BOUPV 11.pdf";;"Resumen del Presupuesto de la UPV para 2008";;"p4c0b43n4";22/2/2021 14:43:50;"p4c0b43n4";22/2/2021 14:43:50
96;84;"2007001100008400000096.pdf";"\2007";"pdf";"Concesión de la Medalla XXV Años de la UPV (CG 13-12-2007) - BOUPV 11.pdf";;"Concesión de la Medalla XXV Años de la UPV";;"p4c0b43n4";22/2/2021 14:44:32;"p4c0b43n4";22/2/2021 14:44:32
97;85;"2008001200008500000097.pdf";"\2008";"pdf";"Corrección de erratas acuerdo del CS 17-12-2007 aprobación calendario del CS de la UPV 2008 - BOUPV 12.pdf";;"Corrección de erratas acuerdo del Consejo Social 17-12-2007 aprobación calendario del Consejo Social de la UPV 2008";;"p4c0b43n4";22/2/2021 14:46:56;"p4c0b43n4";22/2/2021 14:46:56
98;86;"2007001200008600000098.pdf";"\2007";"pdf";"Instrucción relativa a los tratamientos protocolarios de las autoridades universitarias en el ámbito de la UPV (SG 18-12-2007) - BOUPV 12.pdf";;"Instrucción sobre expedición de copias de documentos en la UPV";;"p4c0b43n4";22/2/2021 14:48:20;"p4c0b43n4";22/2/2021 14:48:20
99;87;"2007001200008700000099.pdf";"\2007";"pdf";"Instrucción relativa a los tratamientos protocolarios de las autoridades universitarias en el ámbito de la UPV (SG 18-12-2007) - BOUPV 12.pdf";;"Instrucción relativa a los tratamientos protocolarios de las autoridades universitarias en el ámbito de la UPV";;"p4c0b43n4";22/2/2021 14:49:25;"p4c0b43n4";22/2/2021 14:49:25
100;88;"2008001200008800000100.pdf";"\2008";"pdf";"Convenios firmados por la UPV y depositados en la Secretaría General de la Universidad desde octubre a diciembre de 2007 - BOUPV 12.pdf";;"Convenios firmados por la UPV y depositados en la Secretaría General de la Universidad desde octubre a diciembre de 2007";;"p4c0b43n4";22/2/2021 14:50:17;"p4c0b43n4";22/2/2021 14:50:17
101;89;"2008001200008900000101.pdf";"\2008";"pdf";"Convenios firmados por la UPV y depositados en la Secretaría General de la Universidad - BOUPV 12.pdf";;"Convenios firmados por la UPV y depositados en la Secretaría General de la Universidad";;"p4c0b43n4";22/2/2021 14:50:52;"p4c0b43n4";22/2/2021 14:50:52
102;90;"2008001200009000000102.pdf";"\2008";"pdf";"Convenios firmados por la UPV en materia de formación permanente desde octubre a diciembre de 2007 - BOUPV 12.pdf";;"Convenios firmados por la UPV en materia de formación permanente desde octubre a diciembre de 2007";;"p4c0b43n4";22/2/2021 14:51:33;"p4c0b43n4";22/2/2021 14:51:33
103;91;"2008001300009100000103.pdf";"\2008";"pdf";"Acuerdos del Consejo de Gobierno de 14 de febrero de 2008 (CG 14-02-2008) - BOUPV 13.pdf";;"Acuerdos del Consejo de Gobierno de 14 de febrero de 2008";;"p4c0b43n4";22/2/2021 14:52:57;"p4c0b43n4";22/2/2021 14:52:57
104;92;"2008001300009200000104.pdf";"\2008";"pdf";"Acuerdos del Consejo Social de 18 de febrero de 2008 (CS 18-02-2008) - BOUPV 13.pdf";;"Acuerdos del Consejo Social de 18 de febrero de 2008";;"p4c0b43n4";22/2/2021 14:53:38;"p4c0b43n4";22/2/2021 14:53:38
105;93;"2008001300009300000105.pdf";"\2008";"pdf";"Documento marco de diseño de titulaciones en la UPV (CG 14-02-2008) - BOUPV 13.pdf";;"Documento marco de diseño de titulaciones en la UPV";;"p4c0b43n4";22/2/2021 14:54:30;"p4c0b43n4";22/2/2021 14:56:18
106;94;"2008001300009400000106.pdf";"\2008";"pdf";"Calendario laboral 2008 (CG 14-02-2008) - BOUPV 13.pdf";;"Calendario laboral 2008";;"p4c0b43n4";22/2/2021 14:55:13;"p4c0b43n4";22/2/2021 14:55:51
107;95;"2008001400009500000107.pdf";"\2008";"pdf";"Acuerdos del Consejo de Gobierno de 13 de marzo de 2008 (CG 13-03-2008) - BOUPV 14.pdf";;"Acuerdos del Consejo de Gobierno de 13 de marzo de 2008";;"p4c0b43n4";22/2/2021 14:57:47;"p4c0b43n4";22/2/2021 14:57:47
108;96;"2008001400009600000108.pdf";"\2008";"pdf";"Protocolo de integración de la ETSIAp y la FI (CG 13-03-2008) - BOUPV 14.pdf";;"Protocolo de integración de la ETSIAp y la FI";;"p4c0b43n4";22/2/2021 14:58:37;"p4c0b43n4";22/2/2021 14:58:37
109;97;"2008001400009700000109.pdf";"\2008";"pdf";"Modificación de la Normativa reguladora de los estudios de formación permanente de la UPV (CG 13-03-2008) - BOUPV 14.pdf";;"Modificación de la Normativa reguladora de los estudios de formación permanente de la UPV";;"p4c0b43n4";22/2/2021 14:59:46;"p4c0b43n4";22/2/2021 14:59:46
110;98;"2008001400009800000110.pdf";"\2008";"pdf";"Calendario escolar para el curso académico 2008-2009 para másteres oficiales (CG 13-03-2008) - BOUPV 14.pdf";;"Calendario escolar para el curso académico 2008-2009 para másteres oficiales";;"p4c0b43n4";22/2/2021 15:01:19;"p4c0b43n4";22/2/2021 15:01:19
111;99;"2008001400009900000111.pdf";"\2008";"pdf";"Normas para la publicación de los resultados científicos en la UPV (CG 13-03-2008) - BOUPV 14.pdf";;"Normas para la publicación de los resultados científicos en la UPV";;"p4c0b43n4";22/2/2021 15:02:43;"p4c0b43n4";22/2/2021 15:02:43
112;100;"2008001400010000000112.pdf";"\2008";"pdf";"Límites de admisión para el curso académico 2008-2009 (CG 2008-03-13) - BOUPV 14.pdf";;"Límites de admisión para el curso académico 2008-2009";;"p4c0b43n4";22/2/2021 15:03:19;"p4c0b43n4";22/2/2021 15:03:19
113;101;"2008001400010100000113.pdf";"\2008";"pdf";"Calendario escolar para el curso académico 2008-2009 (CG 13-03-2008) - BOUPV 14.pdf";;"Calendario escolar para el curso académico 2008-2009";;"p4c0b43n4";22/2/2021 15:04:03;"p4c0b43n4";22/2/2021 15:04:03
114;102;"2008001400010200000114.pdf";"\2008";"pdf";"Convocatoria de elecciones y calendario en Centros, Departamentos e IUI (CG 13-03-2008) - BOUPV 14.pdf";;"Convocatoria de elecciones y calendario en Centros, Departamentos e IUI";;"p4c0b43n4";22/2/2021 15:05:45;"p4c0b43n4";22/2/2021 15:05:45
115;103;"2008001500010300000115.pdf";"\2008";"pdf";"Acuerdos del Consejo Social de 15 de abril de 2008 (CS 15-04-2008) - BOUPV 15.pdf";;"Acuerdos del Consejo Social de 15 de abril de 2008";;"p4c0b43n4";22/2/2021 15:07:31;"p4c0b43n4";22/2/2021 15:07:31
116;104;"2008001500010400000116.pdf";"\2008";"pdf";"Corrección de erratas en el Calendario escolar para el curso académico 2008-2009, aprobado por el CG 17-04-2008 - BOUPV 15.pdf";;"Corrección de erratas en el Calendario escolar para el curso académico 2008-2009, aprobado por el CG 17-04-2008";;"p4c0b43n4";22/2/2021 15:08:47;"p4c0b43n4";22/2/2021 15:08:47
117;105;"2008001500010500000117.pdf";"\2008";"pdf";"Convenios firmados por la UPV y depositados en la Secretaría General de la Universidad desde enero a marzo de 2008 - BOUPV 15.pdf";;"Convenios firmados por la UPV y depositados en la Secretaría General de la Universidad desde enero a marzo de 2008";;"p4c0b43n4";22/2/2021 15:10:05;"p4c0b43n4";22/2/2021 15:10:05
118;106;"2008001500010600000118.pdf";"\2008";"pdf";"Convenios firmados por la UPV y depositados en la Secretaría General de la Universidad - BOUPV 15.pdf";;"Convenios firmados por la UPV y depositados en la Secretaría General de la Universidad";;"p4c0b43n4";22/2/2021 15:10:39;"p4c0b43n4";22/2/2021 15:10:39
119;107;"2008001500010700000119.pdf";"\2008";"pdf";"Convenios firmados por la UPV en materia de formación permanente desde enero a marzo de 2008 - BOUPV 15.pdf";;"Convenios firmados por la UPV en materia de formación permanente desde enero a marzo de 2008";;"p4c0b43n4";22/2/2021 15:11:11;"p4c0b43n4";22/2/2021 15:11:11
120;108;"2008001600010800000120.pdf";"\2008";"pdf";"Acuerdos del Consejo de Gobierno de 15 de mayo de 2008 (CG 15-05-2008) - BOUPV 16.pdf";;"Acuerdos del Consejo de Gobierno de 15 de mayo de 2008";;"p4c0b43n4";22/2/2021 20:08:08;"p4c0b43n4";22/2/2021 20:08:08
121;109;"2008001600010900000121.pdf";"\2008";"pdf";"Propuesta unificación factor multiplicador y número máx CEM de la Normativa Condiciones Progreso y Permanencia UPV (CG 15-05-2008) - BOUPV 16.pdf";;"Propuesta unificación factor multiplicador y número máx CEM de la Normativa Condiciones Progreso y Permanencia UPV";;"p4c0b43n4";22/2/2021 20:11:35;"p4c0b43n4";22/2/2021 20:11:35
122;110;"2008001600011000000122.pdf";"\2008";"pdf";"Normativa sobre la Creación de Empresas en la UPV a partir de la Actividad de Investigación Universitaria (CG 15-05-2008) - BOUPV 16.pdf";;"Normativa sobre la Creación de Empresas en la UPV a partir de la Actividad de Investigación Universitaria";;"p4c0b43n4";22/2/2021 20:15:41;"p4c0b43n4";22/2/2021 20:15:41
123;111;"2008001600011100000123.pdf";"\2008";"pdf";"Reglamento de Régiman Electoral de la UPV [TC] - BOUPV 16SUP.pdf";;"Reglamento de Régiman Electoral de la UPV [TC]";;"p4c0b43n4";22/2/2021 20:22:18;"p4c0b43n4";22/2/2021 20:22:18
124;112;"2008001700011200000124.pdf";"\2008";"pdf";"Acuerdos del Consejo de Gobierno de 19 de junio de 2008 (CG 19-06-2008) - BOUPV 17.pdf";;"Acuerdos del Consejo de Gobierno de 19 de junio de 2008";;"p4c0b43n4";22/2/2021 20:25:33;"p4c0b43n4";22/2/2021 20:25:33
125;113;"2008001700011300000125.pdf";"\2008";"pdf";"Modificación del Apartado 9. Actividades Culturales y Sociales, de la Normativa de Créditos de Libre Elección (CG 19-06-2008) - BOUPV 17.pdf";;"Modificación del Apartado 9. Actividades Culturales y Sociales, de la Normativa de Créditos de Libre Elección";;"p4c0b43n4";22/2/2021 20:26:20;"p4c0b43n4";22/2/2021 20:26:20
126;114;"2008001700011400000126.pdf";"\2008";"pdf";"Reglamento por el que se aprueba la Normativa para el Desarrollo del Posgrado, Máster y Doctorado (CG 19-06-2008) - BOUPV 17.pdf";;"Reglamento para la Evaluación de la Actividad de Investigación, Desarrollo e Innovación en la UPV";;"p4c0b43n4";22/2/2021 20:33:45;"p4c0b43n4";22/2/2021 20:33:45
127;115;"2008001700011500000127.pdf";"\2008";"pdf";"Reglamento para la Evaluación de la Actividad de Investigación, Desarrollo e Innovación en la UPV (CG 19-06-2008) - BOUPV 17.pdf";;"Reglamento para la Evaluación de la Actividad de Investigación, Desarrollo e Innovación en la UPV";;"p4c0b43n4";22/2/2021 20:34:59;"p4c0b43n4";22/2/2021 20:34:59
128;116;"2008001800011600000128.pdf";"\2008";"pdf";"Convenios firmados por la UPV y depositados en la Secretaría General de la Universidad desde abril a junio de 2008 - BOUPV 18.pdf";;"Convenios firmados por la UPV y depositados en la Secretaría General de la Universidad desde abril a junio de 2008";;"p4c0b43n4";22/2/2021 20:38:36;"p4c0b43n4";22/2/2021 20:38:36
129;117;"2008001800011700000129.pdf";"\2008";"pdf";"Convenios firmados por la UPV y depositados en la Secretaría General de la Universidad - BOUPV 18.pdf";;"Convenios firmados por la UPV y depositados en la Secretaría General de la Universidad";;"p4c0b43n4";22/2/2021 20:39:04;"p4c0b43n4";22/2/2021 20:39:04
130;118;"2008001800011800000130.pdf";"\2008";"pdf";"Convenios firmados por la UPV en materia de formación permanente desde abril a junio de 2008 - BOUPV 18.pdf";;"Convenios firmados por la UPV en materia de formación permanente desde abril a junio de 2008";;"p4c0b43n4";22/2/2021 20:39:39;"p4c0b43n4";22/2/2021 20:39:39
131;119;"2008001900011900000131.pdf";"\2008";"pdf";"Acuerdos del Consejo de Gobierno de 24 de julio de 2008 (CG 24-07-2008) - BOUPV 19.pdf";;"Acuerdos del Consejo de Gobierno de 24 de julio de 2008";;"p4c0b43n4";22/2/2021 20:40:37;"p4c0b43n4";22/2/2021 20:40:37
132;120;"2008001900012000000132.pdf";"\2008";"pdf";"Acuerdo de constitución y ámbito de actuación de la Comisión de Calidad de la UPV (CG 24-07-2008) - BOUPV 19.pdf";;"Acuerdo de constitución y ámbito de actuación de la Comisión de Calidad de la UPV";;"p4c0b43n4";22/2/2021 20:41:20;"p4c0b43n4";22/2/2021 20:41:20
133;121;"2008001900012100000133.pdf";"\2008";"pdf";"Código de Conducta de las Universidades en Materia de Cooperación al Desarrollo (CG 24-07-2008) - BOUPV 19.pdf";;"Código de Conducta de las Universidades en Materia de Cooperación al Desarrollo";;"p4c0b43n4";22/2/2021 20:42:18;"p4c0b43n4";22/2/2021 20:42:18
134;122;"2008001900012200000134.pdf";"\2008";"pdf";"Procedimiento de tramitación interna en la UPV de propuestas de nuevas titulaciones (CG 24-07-2008) - BOUPV 19.pdf";;"Procedimiento de tramitación interna en la UPV de propuestas de nuevas titulaciones";;"p4c0b43n4";22/2/2021 21:18:36;"p4c0b43n4";22/2/2021 21:18:36
135;123;"2008001900012300000135.pdf";"\2008";"pdf";"Grupos coordinación propuestas enseñanzas universitarias en ámbitos industrial, informático, telecomunicación y ADE (CG 24-07-2008) - BOUPV 19.pdf";;"Grupos coordinación propuestas enseñanzas universitarias en ámbitos industrial, informático, telecomunicación y ADE";;"p4c0b43n4";22/2/2021 21:19:40;"p4c0b43n4";22/2/2021 21:19:40
136;124;"2008001900012400000136.pdf";"\2008";"pdf";"Resolución del Rector, de 24 de julio de 2008, modifica EOyF órganos de gobierno unipersonales de ámbito general UPV - BOUPV 19.pdf";;"Resolución del Rector, de 24 de julio de 2008, modifica EOyF órganos de gobierno unipersonales de ámbito general UPV";;"p4c0b43n4";22/2/2021 21:21:27;"p4c0b43n4";22/2/2021 21:23:40
137;125;"2008002000012500000137.pdf";"\2008";"pdf";"Acuerdos del Consejo de Gobierno de 25 de septiembre de 2008 (CG 25-09-2008) - BOUPV 20.pdf";;"Acuerdos del Consejo de Gobierno de 25 de septiembre de 2008";;"fmbaena";23/2/2021 8:30:58;"fmbaena";23/2/2021 8:30:58
138;126;"2008002000012600000138.pdf";"\2008";"pdf";"Modificación de Comisiones del Consejo de Gobierno (CG 25-09-2008) - BOUPV 20.pdf";;"Modificación de Comisiones del Consejo de Gobierno";;"fmbaena";23/2/2021 8:31:49;"fmbaena";23/2/2021 8:34:29
139;127;"2008002000012700000139.pdf";"\2008";"pdf";"Adecuación de Comisiones del Consejo de Gobierno (CG 25-09-2008) - BOUPV 20.pdf";;"Adecuación de Comisiones del Consejo de Gobierno";;"fmbaena";23/2/2021 8:33:10;"fmbaena";23/2/2021 8:33:10
140;128;"2008002000012800000140.pdf";"\2008";"pdf";"Normativa regulación concursos de acceso a cuerpos docentes universitarios UPV (CG 25-09-2008) - BOUPV 20.pdf";;"Normativa regulación concursos de acceso a cuerpos docentes universitarios UPV";;"fmbaena";23/2/2021 8:35:23;"fmbaena";23/2/2021 8:35:23
141;129;"2008002000012900000141.pdf";"\2008";"pdf";"Reglamento de aplicación del Manual de Evaluación de la Actividad Docente del Profesorado de la UPV (CG 25-09-2008) - BOUPV 20.pdf";;"Reglamento de aplicación del Manual de Evaluación de la Actividad Docente del Profesorado de la UPV";;"fmbaena";23/2/2021 8:36:04;"fmbaena";23/2/2021 8:36:04
142;130;"2008002000013000000142.pdf";"\2008";"pdf";"Reglamento de Funcionamiento de los Órganos Responsables de la Evaluación de la Actividad Docente en la UPV (CG 25-09-2008) - BOUPV 20.pdf";;"Reglamento de Funcionamiento de los Órganos Responsables de la Evaluación de la Actividad Docente en la UPV";;"fmbaena";23/2/2021 8:40:30;"fmbaena";23/2/2021 8:40:30
143;131;"2008002100013100000143.pdf";"\2008";"pdf";"Acuerdos del Consejo de Gobierno de 6 de noviembre de 2008 (CG 06-11-2008) - BOUPV 21.pdf";;"Acuerdos del Consejo de Gobierno de 6 de noviembre de 2008";;"p4c0b43n4";23/2/2021 17:45:53;"p4c0b43n4";23/2/2021 17:45:53
144;132;"2008002100013200000144.pdf";"\2008";"pdf";"Adecuación de Comisiones del Consejo de Gobierno (CG 06-11-2008) - BOUPV 21.pdf";;"Adecuación de Comisiones del Consejo de Gobierno";;"p4c0b43n4";23/2/2021 17:48:16;"p4c0b43n4";23/2/2021 17:48:16
145;133;"2008002100013300000145.pdf";"\2008";"pdf";"Subcomisión de Reconocimientos de Créditos de Másteres Universitarios (CG 06-11-2008) - BOUPV 21.pdf";;"Subcomisión de Reconocimientos de Créditos de Másteres Universitarios";;"p4c0b43n4";23/2/2021 17:49:21;"p4c0b43n4";23/2/2021 17:49:21
146;134;"2008002100013400000146.pdf";"\2008";"pdf";"Convenios firmados por la UPV y depositados en la Secretaría General de la Universidad desde julio a septiembre de 2008 - BOUPV 21.pdf";;"Convenios firmados por la UPV y depositados en la Secretaría General de la Universidad desde julio a septiembre de 2008";;"p4c0b43n4";23/2/2021 17:50:18;"p4c0b43n4";23/2/2021 17:50:18
147;135;"2008002100013500000147.pdf";"\2008";"pdf";"Convenios firmados por la UPV y depositados en la Secretaría General de la Universidad - BOUPV 21.pdf";;"Convenios firmados por la UPV y depositados en la Secretaría General de la Universidad";;"p4c0b43n4";23/2/2021 17:50:52;"p4c0b43n4";23/2/2021 17:50:52
148;136;"2008002100013600000148.pdf";"\2008";"pdf";"Convenios firmados por la UPV en materia de formación permanente desde julio a septiembre de 2008 - BOUPV 21.pdf";;"Convenios firmados por la UPV en materia de formación permanente desde julio a septiembre de 2008";;"p4c0b43n4";23/2/2021 17:51:21;"p4c0b43n4";23/2/2021 17:51:21
149;137;"2008002200013700000149.pdf";"\2008";"pdf";"Acuerdos del Consejo de Gobierno de 18 de diciembre de 2008 (CG 18-12-2008) - BOUPV 22.pdf";;"Acuerdos del Consejo de Gobierno de 18 de diciembre de 2008";;"p4c0b43n4";23/2/2021 17:52:32;"p4c0b43n4";23/2/2021 17:52:32
150;138;"2008002200013800000150.pdf";"\2008";"pdf";"Acuerdos del Consejo Social de 22 de diciembre de 2008 (CS 22-12-2008) - BOUPV 22.pdf";;"Acuerdos del Consejo Social de 22 de diciembre de 2008";;"p4c0b43n4";23/2/2021 17:53:11;"p4c0b43n4";23/2/2021 17:53:11
151;139;"2008002200013900000151.pdf";"\2008";"pdf";"Acuerdo de modificación de la ETSIAp y de la FI para la creación de un Centro único (CG 18-12-2008) - BOUPV 22.pdf";;"Acuerdo de modificación de la ETSIAp y de la FI para la creación de un Centro único";;"p4c0b43n4";23/2/2021 17:54:03;"p4c0b43n4";23/2/2021 17:54:03
